PROVIDERID,DAYOFWEEK,SLOTSTARTTIME,SLOTENDTIME
329,4,19:00,19:20
329,4,19:20,19:40
329,4,19:40,20:00
329,5,16:30,17:00
329,5,17:00,17:20
329,5,17:20,17:40
329,5,17:40,18:00
329,5,18:00,18:20
329,5,18:20,18:40
329,5,18:40,19:00
329,5,19:00,19:20
329,5,19:20,19:40
329,5,19:40,20:00
329,6,9:30,10:00
329,6,10:00,10:20
329,6,10:20,10:40
329,6,10:40,11:00
329,6,11:00,11:20
329,6,11:20,11:40
329,6,11:40,12:00
329,6,12:00,12:20
329,6,12:20,12:40
329,6,12:40,13:00
329,6,13:00,13:20
329,6,13:20,13:40
329,6,13:40,14:00
322,2,13:00,13:20
322,2,13:20,13:40
322,2,13:40,14:00
322,2,14:00,14:20
322,2,14:20,14:40
322,2,14:40,15:00
322,2,15:20,15:40
322,2,15:40,16:00
322,2,16:00,16:20
322,2,16:40,17:00
322,2,17:00,17:20
322,2,17:20,17:40
322,2,17:40,18:00
322,2,18:00,18:20
322,2,18:20,18:40
322,3,13:00,13:20
322,3,13:20,13:40
322,3,13:40,14:00
322,3,14:00,14:20
322,3,14:20,14:40
322,3,14:40,15:00
322,3,15:20,15:40
322,3,15:40,16:00
322,3,16:00,16:20
322,3,16:40,17:00
322,3,17:00,17:20
322,3,17:20,17:40
322,4,10:00,10:20
322,4,10:20,10:40
322,4,10:40,11:00
322,4,11:00,11:20
322,4,11:20,11:40
322,4,11:40,12:00
318,1,15:00,15:20
318,1,15:20,15:40
318,1,15:40,16:00
318,1,16:00,16:20
318,1,16:20,16:40
318,1,16:40,17:00
318,1,17:00,17:20
318,1,17:20,17:40
318,1,17:40,18:00
318,1,18:00,18:20
318,1,18:20,18:40
318,1,18:40,19:00
318,1,19:00,19:20
318,1,19:20,19:40
318,1,19:40,20:00
318,1,20:00,20:20
318,1,20:20,20:40
318,1,20:40,21:00
318,2,17:00,17:20
318,2,17:20,17:40
318,2,17:40,18:00
318,2,18:00,18:20
318,2,18:20,18:40
318,2,18:40,19:00
318,2,19:00,19:20
318,2,19:20,19:40
318,2,19:40,20:00
318,2,20:20,20:40
318,2,20:40,21:00
318,3,16:30,16:50
318,3,16:50,17:10
318,3,17:10,17:30
318,3,17:30,17:50
318,3,17:50,18:10
318,3,18:10,18:30
318,3,18:30,18:50
318,3,19:10,19:30
318,3,19:50,20:10
318,3,20:10,20:30
318,3,20:30,20:50
318,4,16:30,16:50
318,4,16:50,17:10
318,4,17:10,17:30
318,4,17:30,17:50
318,4,17:50,18:10
318,4,18:10,18:30
318,4,18:30,18:50
318,4,18:50,19:10
318,4,19:10,19:30
318,4,19:30,19:50
318,4,19:50,20:10
318,4,20:10,20:30
318,4,20:30,20:50
318,5,8:30,8:50
318,5,8:50,9:10
318,5,9:10,9:30
318,5,9:30,9:50
318,5,9:50,10:10
318,5,10:10,10:30
318,5,10:30,10:50
318,5,20:00,20:20
318,5,20:20,20:40
318,5,20:40,21:00
318,6,17:00,17:20
318,6,17:20,17:40
318,6,17:40,18:00
318,6,18:00,18:20
318,6,18:20,18:40
318,6,18:40,19:00
318,6,19:00,19:20
318,6,19:20,19:40
318,6,19:40,20:00
318,7,8:30,8:40
318,7,8:40,9:10
318,7,9:10,9:30
318,7,9:30,9:50
318,7,9:50,10:10
318,7,10:10,10:30
318,7,10:30,10:50
318,7,10:50,11:10
318,7,11:10,11:30
318,7,11:30,11:50
318,7,11:50,12:10
317,3,7:30,7:45
317,3,7:45,8:00
317,3,8:00,8:15
317,3,8:15,8:30
317,3,8:30,8:45
317,3,8:45,9:00
317,3,9:00,9:15
317,3,9:15,9:30
317,3,9:30,9:45
317,3,9:45,10:00
317,3,10:00,10:15
317,3,10:15,10:30
317,3,10:30,10:45
317,3,10:45,11:00
317,3,11:00,11:15
317,3,11:15,11:30
317,3,11:30,11:45
317,3,11:45,12:00
317,3,12:00,12:15
317,3,12:15,12:30
317,3,12:30,12:45
317,3,12:45,13:00
317,3,13:00,13:15
317,3,13:15,13:30
317,3,13:30,13:45
317,3,13:45,14:00
317,3,14:00,14:15
317,3,14:15,14:30
317,3,14:30,14:45
317,3,14:45,15:00
317,3,16:30,16:45
317,3,16:45,17:00
317,3,17:00,17:15
317,3,17:15,17:30
317,3,17:30,17:45
317,3,17:45,18:00
317,3,18:00,18:15
317,3,18:15,18:30
317,3,18:30,18:45
317,3,18:45,19:00
317,3,19:00,19:15
317,3,19:15,19:30
317,3,19:30,19:45
317,3,19:45,20:00
317,3,20:00,20:15
317,3,20:15,20:30
317,3,20:30,20:45
317,3,20:45,21:00
317,4,7:30,7:45
317,4,7:45,8:00
317,4,8:00,8:15
317,4,8:15,8:30
317,4,8:30,8:45
317,4,8:45,9:00
317,4,9:00,9:15
317,4,9:15,9:30
317,4,9:30,9:45
317,4,9:45,10:00
317,4,10:00,10:15
317,4,10:15,10:30
317,4,10:30,10:45
317,4,10:45,11:00
317,4,11:00,11:15
317,4,11:15,11:30
317,4,11:30,11:45
317,4,11:45,12:00
317,4,12:00,12:15
317,4,12:15,12:30
317,4,12:30,12:45
317,4,12:45,13:00
317,4,13:00,13:15
317,4,13:15,13:30
317,4,13:30,13:45
317,4,13:45,14:00
317,4,14:00,14:15
317,4,14:15,14:30
317,4,14:30,14:45
317,4,14:45,15:00
317,4,16:30,16:45
317,4,16:45,17:00
317,4,17:00,17:15
317,4,17:15,17:30
317,4,17:30,17:45
317,4,17:45,18:00
317,4,18:00,18:15
317,4,18:15,18:30
317,4,18:30,18:45
317,4,18:45,19:00
317,4,19:00,19:15
317,4,19:15,19:30
317,4,19:30,19:45
317,4,19:45,20:00
317,4,20:00,20:15
317,4,20:15,20:30
317,4,20:30,20:45
317,4,20:45,21:00
317,5,7:30,7:45
317,5,7:45,8:00
317,5,8:00,8:15
317,5,8:15,8:30
317,5,8:30,8:45
317,5,8:45,9:00
317,5,9:00,9:15
317,5,9:15,9:30
317,5,9:30,9:45
317,5,9:45,10:00
317,5,10:00,10:15
317,5,10:15,10:30
317,5,10:30,10:45
317,5,10:45,11:00
317,5,11:00,11:15
317,5,11:15,11:30
317,5,11:30,11:45
317,5,11:45,12:00
317,5,17:00,17:15
317,5,17:15,17:30
317,5,17:30,17:45
317,5,17:45,18:00
317,5,18:00,18:15
317,5,18:15,18:30
317,5,18:30,18:45
317,5,18:45,19:00
317,5,19:00,19:15
317,5,19:15,19:30
317,5,19:30,19:45
317,5,19:45,20:00
317,5,20:00,20:15
317,5,20:15,20:30
316,3,7:30,7:45
316,3,7:45,8:00
316,3,8:00,8:15
316,3,8:15,8:30
316,3,8:30,8:45
316,3,8:45,9:00
316,3,9:00,9:15
316,3,9:15,9:30
316,3,9:30,9:45
316,3,9:45,10:00
316,3,10:00,10:15
316,3,10:15,10:30
316,3,10:30,10:45
316,3,10:45,11:00
316,3,11:00,11:15
316,3,11:15,11:30
316,3,11:30,11:45
316,3,11:45,12:00
316,3,12:00,12:15
316,3,12:15,12:30
316,3,12:30,12:45
316,3,12:45,13:00
316,3,13:00,13:15
316,3,13:15,13:30
316,3,13:30,13:45
316,3,13:45,14:00
316,3,14:00,14:15
316,3,14:15,14:30
316,3,14:30,14:45
316,3,14:45,15:00
316,3,16:30,16:45
316,3,16:45,17:00
316,3,17:00,17:15
316,3,17:15,17:30
316,3,17:30,17:45
316,3,17:45,18:00
316,3,18:00,18:15
316,3,18:15,18:30
316,3,18:30,18:45
316,3,18:45,19:00
316,3,19:00,19:15
316,3,19:15,19:30
316,3,19:30,19:45
316,3,19:45,20:00
316,3,20:00,20:15
316,3,20:15,20:30
316,3,20:30,20:45
316,3,20:45,21:00
316,4,7:30,7:45
316,4,7:45,8:00
316,4,8:00,8:15
316,4,8:15,8:30
316,4,8:30,8:45
316,4,8:45,9:00
316,4,9:00,9:15
316,4,9:15,9:30
316,4,9:30,9:45
316,4,9:45,10:00
316,4,10:00,10:15
316,4,10:15,10:30
316,4,10:30,10:45
316,4,10:45,11:00
316,4,11:00,11:15
316,4,11:15,11:30
316,4,11:30,11:45
316,4,11:45,12:00
316,4,12:00,12:15
316,4,12:15,12:30
316,4,12:30,12:45
316,4,12:45,13:00
316,4,13:00,13:15
316,4,13:15,13:30
316,4,13:30,13:45
316,4,13:45,14:00
316,4,14:00,14:15
316,4,14:15,14:30
316,4,14:30,14:45
316,4,14:45,15:00
316,4,16:30,16:45
316,4,16:45,17:00
316,4,17:00,17:15
316,4,17:15,17:30
316,4,17:30,17:45
316,4,17:45,18:00
316,4,18:00,18:15
316,4,18:15,18:30
316,4,18:30,18:45
316,4,18:45,19:00
316,4,19:00,19:15
316,4,19:15,19:30
316,4,19:30,19:45
316,4,19:45,20:00
316,4,20:00,20:15
316,4,20:15,20:30
316,4,20:30,20:45
316,4,20:45,21:00
316,5,7:30,7:45
316,5,7:45,8:00
316,5,8:00,8:15
316,5,8:15,8:30
316,5,8:30,8:45
316,5,8:45,9:00
316,5,9:00,9:15
316,5,9:15,9:30
316,5,9:30,9:45
316,5,9:45,10:00
316,5,10:00,10:15
316,5,10:15,10:30
316,5,10:30,10:45
316,5,10:45,11:00
316,5,11:00,11:15
316,5,11:15,11:30
316,5,11:30,11:45
316,5,11:45,12:00
316,5,17:00,17:15
316,5,17:15,17:30
316,5,17:30,17:45
316,5,17:45,18:00
316,5,18:00,18:15
316,5,18:15,18:30
316,5,18:30,18:45
316,5,18:45,19:00
316,5,19:00,19:15
316,5,19:15,19:30
316,5,19:30,19:45
316,5,19:45,20:00
316,5,20:00,20:15
316,5,20:15,20:30
314,2,8:00,8:10
314,2,8:10,8:20
314,2,8:20,8:30
314,2,8:30,8:40
314,2,8:40,8:50
314,2,8:50,9:00
314,2,9:00,9:10
314,2,9:10,9:20
314,2,9:20,9:30
314,2,9:30,9:40
314,2,9:40,9:50
314,2,9:50,10:00
314,2,10:00,10:10
314,2,10:10,10:20
314,2,10:20,10:30
314,2,10:30,10:40
314,2,10:40,10:50
314,2,10:50,11:00
314,2,11:00,11:10
314,2,11:10,11:20
314,2,11:20,11:30
314,2,11:30,11:40
314,2,11:40,11:50
314,2,11:50,12:00
314,2,12:00,12:10
314,2,12:10,12:20
314,2,12:20,12:30
314,2,12:30,12:40
314,2,12:40,12:50
314,2,12:50,13:00
314,2,13:00,13:10
314,2,13:10,13:20
314,2,13:20,13:30
314,2,13:30,13:40
314,2,13:40,13:50
314,2,13:50,14:00
314,2,14:00,14:10
314,2,14:10,14:20
314,2,14:20,14:30
314,2,14:30,14:40
314,2,14:40,14:50
314,2,14:50,15:00
314,2,15:00,15:10
314,2,15:10,15:20
314,2,15:20,15:30
314,2,15:30,15:40
314,2,15:40,15:50
314,2,15:50,16:00
314,2,16:00,16:10
314,2,16:10,16:20
314,2,16:20,16:30
314,2,16:30,16:40
314,2,16:40,16:50
314,2,16:50,17:00
314,2,17:00,17:10
314,2,17:10,17:20
314,2,17:20,17:30
314,2,17:30,17:40
314,2,17:40,17:50
314,2,17:50,18:00
314,2,18:00,18:10
314,2,18:10,18:20
314,2,18:20,18:30
314,2,18:30,18:40
314,2,18:40,18:50
314,2,18:50,19:00
314,3,8:00,8:10
314,3,8:10,8:20
314,3,8:20,8:30
314,3,8:30,8:40
314,3,8:40,8:50
314,3,8:50,9:00
314,3,9:00,9:10
314,3,9:10,9:20
314,3,9:20,9:30
314,3,9:30,9:40
314,3,9:40,9:50
314,3,9:50,10:00
314,3,10:00,10:10
314,3,10:10,10:20
314,3,10:20,10:30
314,3,10:30,10:40
314,3,10:40,10:50
314,3,10:50,11:00
314,3,11:00,11:10
314,3,11:10,11:20
314,3,11:20,11:30
314,3,11:30,11:40
314,3,11:40,11:50
314,3,11:50,12:00
314,3,12:00,12:10
314,3,12:10,12:20
314,3,12:20,12:30
314,3,12:30,12:40
314,3,12:40,12:50
314,3,12:50,13:00
314,3,13:00,13:10
314,3,13:10,13:20
314,3,13:20,13:30
314,3,13:30,13:40
314,3,13:40,13:50
314,3,13:50,14:00
314,3,14:00,14:10
314,3,14:10,14:20
314,3,14:20,14:30
314,3,14:30,14:40
314,3,14:40,14:50
314,3,14:50,15:00
314,3,15:00,15:10
314,3,15:10,15:20
314,3,15:20,15:30
314,3,15:30,15:40
314,3,15:40,15:50
314,3,15:50,16:00
314,3,16:00,16:10
314,3,16:10,16:20
314,3,16:20,16:30
314,3,16:30,16:40
314,3,16:40,16:50
314,3,16:50,17:00
314,3,17:00,17:10
314,3,17:10,17:20
314,3,17:20,17:30
314,3,17:30,17:40
314,3,17:40,17:50
314,3,17:50,18:00
314,3,18:00,18:10
314,3,18:10,18:20
314,3,18:20,18:30
314,3,18:30,18:40
314,3,18:40,18:50
314,3,18:50,19:00
314,4,8:00,8:10
314,4,8:10,8:20
314,4,8:20,8:30
314,4,8:30,8:40
314,4,8:40,8:50
314,4,8:50,9:00
314,4,9:00,9:10
314,4,9:10,9:20
314,4,9:20,9:30
314,4,9:30,9:40
314,4,9:40,9:50
314,4,9:50,10:00
314,4,10:00,10:10
314,4,10:10,10:20
314,4,10:20,10:30
314,4,10:30,10:40
314,4,10:40,10:50
314,4,10:50,11:00
314,4,11:00,11:10
314,4,11:10,11:20
314,4,11:20,11:30
314,4,11:30,11:40
314,4,11:40,11:50
314,4,11:50,12:00
314,4,12:00,12:10
314,4,12:10,12:20
314,4,12:20,12:30
314,4,12:30,12:40
314,4,12:40,12:50
314,4,12:50,13:00
314,4,13:00,13:10
314,4,13:10,13:20
314,4,13:20,13:30
314,4,13:30,13:40
314,4,13:40,13:50
314,4,13:50,14:00
314,4,14:00,14:10
314,4,14:10,14:20
314,4,14:20,14:30
314,4,14:30,14:40
314,4,14:40,14:50
314,4,14:50,15:00
314,4,15:00,15:10
314,4,15:10,15:20
314,4,15:20,15:30
314,4,15:30,15:40
314,4,15:40,15:50
314,4,15:50,16:00
314,4,16:00,16:10
314,4,16:10,16:20
314,4,16:20,16:30
314,4,16:30,16:40
314,4,16:40,16:50
314,4,16:50,17:00
314,4,17:00,17:10
314,4,17:10,17:20
314,4,17:20,17:30
314,4,17:30,17:40
314,4,17:40,17:50
314,4,17:50,18:00
314,4,18:00,18:10
314,4,18:10,18:20
314,4,18:20,18:30
314,4,18:30,18:40
314,4,18:40,18:50
314,4,18:50,19:00
314,5,8:00,8:10
314,5,8:10,8:20
314,5,8:20,8:30
314,5,8:30,8:40
314,5,8:40,8:50
314,5,8:50,9:00
314,5,9:00,9:10
314,5,9:10,9:20
314,5,9:20,9:30
314,5,9:30,9:40
314,5,9:40,9:50
314,5,9:50,10:00
314,5,10:00,10:10
314,5,10:10,10:20
314,5,10:20,10:30
314,5,10:30,10:40
314,5,10:40,10:50
314,5,10:50,11:00
314,5,11:00,11:10
314,5,11:10,11:20
314,5,11:20,11:30
314,5,11:30,11:40
314,5,11:40,11:50
314,5,11:50,12:00
314,5,12:00,12:10
314,5,12:10,12:20
314,5,12:20,12:30
314,5,12:30,12:40
314,5,12:40,12:50
314,5,12:50,13:00
314,5,13:00,13:10
314,5,13:10,13:20
314,5,13:20,13:30
314,5,13:30,13:40
314,5,13:40,13:50
314,5,13:50,14:00
314,5,14:00,14:10
314,5,14:10,14:20
314,5,14:20,14:30
314,5,14:30,14:40
314,5,14:40,14:50
314,5,14:50,15:00
314,5,15:00,15:10
314,5,15:10,15:20
314,5,15:20,15:30
314,5,15:30,15:40
314,5,15:40,15:50
314,5,15:50,16:00
314,5,16:00,16:10
314,5,16:10,16:20
314,5,16:20,16:30
314,5,16:30,16:40
314,5,16:40,16:50
314,5,16:50,17:00
314,5,17:00,17:10
314,5,17:10,17:20
314,5,17:20,17:30
314,5,17:30,17:40
314,5,17:40,17:50
314,5,17:50,18:00
314,5,18:00,18:10
314,5,18:10,18:20
314,5,18:20,18:30
314,5,18:30,18:40
314,5,18:40,18:50
314,5,18:50,19:00
304,2,9:00,9:20
304,2,9:20,9:40
304,2,9:40,10:00
304,2,10:00,10:20
304,2,10:20,10:40
304,2,10:40,11:00
304,2,11:00,11:20
304,2,11:20,11:40
304,2,11:40,12:00
304,2,12:00,12:20
304,2,12:20,12:40
304,2,12:40,13:00
304,2,13:00,13:20
304,2,13:20,13:40
304,2,13:40,14:00
304,2,14:00,14:20
304,2,14:20,14:40
304,2,14:40,15:00
304,2,15:00,15:20
304,2,15:20,15:40
304,2,16:00,16:20
304,2,16:20,16:40
304,2,16:40,17:00
304,3,9:00,9:20
304,3,9:20,9:40
304,3,9:40,10:00
304,3,10:00,10:20
304,3,10:20,10:40
304,3,10:40,11:00
304,3,11:00,11:20
304,3,11:20,11:40
304,3,11:40,12:00
304,3,12:00,12:20
304,3,12:20,12:40
304,3,12:40,13:00
304,3,13:00,13:20
304,3,13:20,13:40
304,3,13:40,14:00
304,3,14:00,14:20
304,3,14:20,14:40
304,3,14:40,15:00
304,3,15:00,15:20
304,3,15:20,15:40
304,3,16:00,16:20
304,3,16:20,16:40
304,3,16:40,17:00
304,4,9:00,9:20
304,4,9:20,9:40
304,4,9:40,10:00
304,4,10:00,10:20
304,4,10:20,10:40
304,4,10:40,11:00
304,4,11:00,11:20
304,4,11:20,11:40
304,4,11:40,12:00
304,4,12:00,12:20
304,4,12:20,12:40
304,4,12:40,13:00
304,4,13:00,13:20
304,4,13:20,13:40
304,4,13:40,14:00
304,4,14:00,14:20
304,4,14:20,14:40
304,4,14:40,15:00
304,4,15:00,15:20
304,4,15:20,15:40
304,4,16:00,16:20
304,4,16:20,16:40
304,4,16:40,17:00
301,2,8:00,8:10
301,2,8:10,8:20
301,2,8:20,8:30
301,2,8:30,8:40
301,2,9:10,9:20
301,2,9:20,9:30
301,2,9:30,9:40
301,2,9:40,9:50
301,2,9:50,10:00
301,2,10:00,10:10
301,2,10:10,10:20
301,2,10:20,10:30
301,2,10:30,10:40
301,2,10:40,10:50
301,2,10:50,11:00
301,2,11:00,11:10
301,2,11:10,11:20
301,2,11:20,11:30
301,2,11:30,11:40
301,2,11:40,11:50
301,2,11:50,12:00
301,2,12:00,12:10
301,2,12:10,12:20
301,2,12:20,12:30
301,2,12:30,12:40
301,2,12:40,12:50
301,2,12:50,13:00
301,2,13:00,13:10
301,2,13:10,13:20
301,2,13:20,13:30
301,2,13:30,13:40
301,2,13:40,13:50
301,2,13:50,14:00
301,2,16:00,16:10
301,2,16:10,16:20
301,2,16:20,16:30
301,2,16:30,16:40
301,2,16:40,16:50
301,2,16:50,17:00
297,2,8:00,8:15
297,2,8:15,8:30
297,2,8:30,8:45
297,2,8:45,9:00
297,2,9:00,9:15
297,2,9:15,9:30
297,2,9:30,9:45
297,2,9:45,10:00
297,2,10:00,10:15
297,2,10:15,10:30
297,2,10:30,10:45
297,2,10:45,11:00
297,2,11:00,11:15
297,2,11:15,11:30
297,2,11:30,11:45
297,2,11:45,12:00
297,2,12:00,12:15
297,2,12:15,12:30
297,2,12:30,12:45
297,2,12:45,13:00
297,2,13:00,13:15
297,2,13:15,13:30
297,2,13:30,13:45
297,2,13:45,14:00
297,2,14:00,14:15
297,2,14:15,14:30
297,2,14:30,14:45
297,2,14:45,15:00
297,2,15:00,15:15
297,2,15:15,15:30
297,2,15:30,15:45
297,2,15:45,16:00
297,2,16:00,16:15
297,2,16:15,16:30
297,2,16:30,16:45
297,2,16:45,17:00
297,3,8:00,8:15
297,3,8:15,8:30
297,3,8:30,8:45
297,3,8:45,9:00
297,3,9:00,9:15
297,3,9:15,9:30
297,3,9:30,9:45
297,3,9:45,10:00
297,3,10:00,10:15
297,3,10:15,10:30
297,3,10:30,10:45
297,3,10:45,11:00
297,3,11:00,11:15
297,3,11:15,11:30
297,3,11:30,11:45
297,3,11:45,12:00
297,3,12:00,12:15
297,3,12:15,12:30
297,3,12:30,12:45
297,3,12:45,13:00
297,3,13:00,13:15
297,3,13:15,13:30
297,3,13:30,13:45
297,3,13:45,14:00
297,3,14:00,14:15
297,3,14:15,14:30
297,3,14:30,14:45
297,3,14:45,15:00
297,3,15:00,15:15
297,3,15:15,15:30
297,3,15:30,15:45
297,3,15:45,16:00
297,3,16:00,16:15
297,3,16:15,16:30
297,3,16:30,16:45
297,3,16:45,17:00
297,4,8:00,8:15
297,4,8:15,8:30
297,4,8:30,8:45
297,4,8:45,9:00
297,4,9:00,9:15
297,4,9:15,9:30
297,4,9:30,9:45
297,4,9:45,10:00
297,4,10:00,10:15
297,4,10:15,10:30
297,4,10:30,10:45
297,4,10:45,11:00
297,4,11:00,11:15
297,4,11:15,11:30
297,4,11:30,11:45
297,4,11:45,12:00
297,4,12:00,12:15
297,4,12:15,12:30
297,4,12:30,12:45
297,4,12:45,13:00
297,4,13:00,13:15
297,4,13:15,13:30
297,4,13:30,13:45
297,4,13:45,14:00
297,4,14:00,14:15
297,4,14:15,14:30
297,4,14:30,14:45
297,4,14:45,15:00
297,4,15:00,15:15
297,4,15:15,15:30
297,4,15:30,15:45
297,4,15:45,16:00
297,4,16:00,16:15
297,4,16:15,16:30
297,4,16:30,16:45
297,4,16:45,17:00
297,5,8:00,8:15
297,5,8:15,8:30
297,5,8:30,8:45
297,5,8:45,9:00
297,5,9:00,9:15
297,5,9:15,9:30
297,5,9:30,9:45
297,5,9:45,10:00
297,5,10:00,10:15
297,5,10:15,10:30
297,5,10:30,10:45
297,5,10:45,11:00
297,5,11:00,11:15
297,5,11:15,11:30
297,5,11:30,11:45
297,5,11:45,12:00
297,5,12:00,12:15
297,5,12:15,12:30
297,5,12:30,12:45
297,5,12:45,13:00
297,5,13:00,13:15
297,5,13:15,13:30
297,5,13:30,13:45
297,5,13:45,14:00
297,5,14:00,14:15
297,5,14:15,14:30
297,5,14:30,14:45
297,5,14:45,15:00
297,5,15:00,15:15
297,5,15:15,15:30
297,5,15:30,15:45
297,5,15:45,16:00
297,5,16:00,16:15
297,5,16:15,16:30
297,5,16:30,16:45
297,5,16:45,17:00
297,6,8:00,8:15
297,6,8:15,8:30
297,6,8:30,8:45
297,6,8:45,9:00
297,6,9:00,9:15
297,6,9:15,9:30
297,6,9:30,9:45
297,6,9:45,10:00
297,6,10:00,10:15
297,6,10:15,10:30
297,6,10:30,10:45
297,6,10:45,11:00
297,6,11:00,11:15
297,6,11:15,11:30
297,6,11:30,11:45
297,6,11:45,12:00
297,6,12:00,12:15
297,6,12:15,12:30
297,6,12:30,12:45
297,6,12:45,13:00
297,6,13:00,13:15
297,6,13:15,13:30
297,6,13:30,13:45
297,6,13:45,14:00
297,6,14:00,14:15
297,6,14:15,14:30
297,6,14:30,14:45
297,6,14:45,15:00
297,6,15:00,15:15
297,6,15:15,15:30
297,6,15:30,15:45
297,6,15:45,16:00
297,6,16:00,16:15
297,6,16:15,16:30
297,6,16:30,16:45
297,6,16:45,17:00
294,2,8:00,8:15
294,2,8:15,8:30
294,2,8:30,8:45
294,2,8:45,9:00
294,2,9:00,9:15
294,2,9:15,9:30
294,2,9:30,9:45
294,2,9:45,10:00
294,2,10:00,10:15
294,2,10:15,10:30
294,2,10:30,10:45
294,2,10:45,11:00
294,2,11:00,11:15
294,2,11:15,11:30
294,2,11:30,11:45
294,2,11:45,12:00
294,2,12:00,12:15
294,2,12:15,12:30
294,2,12:30,12:45
294,2,12:45,13:00
294,2,13:00,13:15
294,2,13:15,13:30
294,2,13:30,13:45
294,2,13:45,14:00
294,2,14:00,14:15
294,2,14:15,14:30
294,2,14:30,14:45
294,2,14:45,15:00
294,2,15:00,15:15
294,2,15:15,15:30
294,2,15:30,15:45
294,2,15:45,16:00
294,2,16:00,16:15
294,2,16:15,16:30
294,2,16:30,16:45
294,2,16:45,17:00
294,3,8:00,8:15
294,3,8:15,8:30
294,3,8:30,8:45
294,3,8:45,9:00
294,3,9:00,9:15
294,3,9:15,9:30
294,3,9:30,9:45
294,3,9:45,10:00
294,3,10:00,10:15
294,3,10:15,10:30
294,3,10:30,10:45
294,3,10:45,11:00
294,3,11:00,11:15
294,3,11:15,11:30
294,3,11:30,11:45
294,3,11:45,12:00
294,3,12:00,12:15
294,3,12:15,12:30
294,3,12:30,12:45
294,3,12:45,13:00
294,3,13:00,13:15
294,3,13:15,13:30
294,3,13:30,13:45
294,3,13:45,14:00
294,3,14:00,14:15
294,3,14:15,14:30
294,3,14:30,14:45
294,3,14:45,15:00
294,3,15:00,15:15
294,3,15:15,15:30
294,3,15:30,15:45
294,3,15:45,16:00
294,3,16:00,16:15
294,3,16:15,16:30
294,3,16:30,16:45
294,3,16:45,17:00
294,4,8:00,8:15
294,4,8:15,8:30
294,4,8:30,8:45
294,4,8:45,9:00
294,4,9:00,9:15
294,4,9:15,9:30
294,4,9:30,9:45
294,4,9:45,10:00
294,4,10:00,10:15
294,4,10:15,10:30
294,4,10:30,10:45
294,4,10:45,11:00
294,4,11:00,11:15
294,4,11:15,11:30
294,4,11:30,11:45
294,4,11:45,12:00
294,4,12:00,12:15
294,4,12:15,12:30
294,4,12:30,12:45
294,4,12:45,13:00
294,4,13:00,13:15
294,4,13:15,13:30
294,4,13:30,13:45
294,4,13:45,14:00
294,4,14:00,14:15
294,4,14:15,14:30
294,4,14:30,14:45
294,4,14:45,15:00
294,4,15:00,15:15
294,4,15:15,15:30
294,4,15:30,15:45
294,4,15:45,16:00
294,4,16:00,16:15
294,4,16:15,16:30
294,4,16:30,16:45
294,4,16:45,17:00
294,5,8:00,8:15
294,5,8:15,8:30
294,5,8:30,8:45
294,5,8:45,9:00
294,5,9:00,9:15
294,5,9:15,9:30
294,5,9:30,9:45
294,5,9:45,10:00
294,5,10:00,10:15
294,5,10:15,10:30
294,5,10:30,10:45
294,5,10:45,11:00
294,5,11:00,11:15
294,5,11:15,11:30
294,5,11:30,11:45
294,5,11:45,12:00
294,5,12:00,12:15
294,5,12:15,12:30
294,5,12:30,12:45
294,5,12:45,13:00
294,5,13:00,13:15
294,5,13:15,13:30
294,5,13:30,13:45
294,5,13:45,14:00
294,5,14:00,14:15
294,5,14:15,14:30
294,5,14:30,14:45
294,5,14:45,15:00
294,5,15:00,15:15
294,5,15:15,15:30
294,5,15:30,15:45
294,5,15:45,16:00
294,5,16:00,16:15
294,5,16:15,16:30
294,5,16:30,16:45
294,5,16:45,17:00
294,6,8:00,8:15
294,6,8:15,8:30
294,6,8:30,8:45
294,6,8:45,9:00
294,6,9:00,9:15
294,6,9:15,9:30
294,6,9:30,9:45
294,6,9:45,10:00
294,6,10:00,10:15
294,6,10:15,10:30
294,6,10:30,10:45
294,6,10:45,11:00
294,6,11:00,11:15
294,6,11:15,11:30
294,6,11:30,11:45
294,6,11:45,12:00
294,6,12:00,12:15
294,6,12:15,12:30
294,6,12:30,12:45
294,6,12:45,13:00
294,6,13:00,13:15
294,6,13:15,13:30
294,6,13:30,13:45
294,6,13:45,14:00
294,6,14:00,14:15
294,6,14:15,14:30
294,6,14:30,14:45
294,6,14:45,15:00
294,6,15:00,15:15
294,6,15:15,15:30
294,6,15:30,15:45
294,6,15:45,16:00
294,6,16:00,16:15
294,6,16:15,16:30
294,6,16:30,16:45
294,6,16:45,17:00
292,2,8:00,8:15
292,2,8:15,8:30
292,2,8:30,8:45
292,2,8:45,9:00
292,2,9:00,9:15
292,2,9:15,9:30
292,2,9:30,9:45
292,2,9:45,10:00
292,2,10:00,10:15
292,2,10:15,10:30
292,2,10:30,10:45
292,2,10:45,11:00
292,2,11:00,11:15
292,2,11:15,11:30
292,2,11:30,11:45
292,2,11:45,12:00
292,2,12:00,12:15
292,2,12:15,12:30
292,2,12:30,12:45
292,2,12:45,13:00
292,2,13:00,13:15
292,2,13:15,13:30
292,2,13:30,13:45
292,2,13:45,14:00
292,2,14:00,14:15
292,2,14:15,14:30
292,2,14:30,14:45
292,2,14:45,15:00
292,2,15:00,15:15
292,2,15:15,15:30
292,2,15:30,15:45
292,2,15:45,16:00
292,2,16:00,16:15
